Current value: 1.805274145943778, Current params: {'LEARNING_RATE': 0.000998959508133048, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 256, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.7949962283590672, 'DAMPENING': 0.1953830944366441, 'GAMMA': 0.19437324522566257, 'STEP_SIZE': 11}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.6322984075546265, Current params: {'LEARNING_RATE': 0.0011277468347737785, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5082627550917698, 'DAMPENING': 0.022598956639138232, 'GAMMA': 0.7637005736637997, 'STEP_SIZE': 25}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.6183792209625245, Current params: {'LEARNING_RATE': 0.0011205234202281433, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5230155596222346, 'DAMPENING': 0.02251280519098397, 'GAMMA': 0.7710558941281077, 'STEP_SIZE': 27}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.737150444984436, Current params: {'LEARNING_RATE': 0.0011594623007491944, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'LinearLR', 'MOMENTUM': 0.523013520717225, 'DAMPENING': 0.1919867916635515, 'GAMMA': 0.7644317479046593, 'STEP_SIZE': 28}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7424286820671775, Current params: {'LEARNING_RATE': 0.0009133420764455033, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 16, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'None', 'MOMENTUM': 0.512464153016873, 'DAMPENING': 0.021667758491557488, 'GAMMA': 0.775812661145981, 'STEP_SIZE': 26}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.546891946059007, Current params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.8207050286806548, Current params: {'LEARNING_RATE': 0.0010387905621854219, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5076222762760164, 'DAMPENING': 0.017897494252943326, 'GAMMA': 0.8002632186582401, 'STEP_SIZE': 27}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.666039384328402, Current params: {'LEARNING_RATE': 0.0013876803940374865, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5343447555905342, 'DAMPENING': 0.014125102507679425, 'GAMMA': 0.8215585001453228, 'STEP_SIZE': 32}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.672470707159776, Current params: {'LEARNING_RATE': 0.0012251651362447295, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5317273849325782, 'DAMPENING': 0.014371732049287812, 'GAMMA': 0.8265658050834618, 'STEP_SIZE': 32}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.6523251716907208, Current params: {'LEARNING_RATE': 0.0013873612556172996, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5352559357532081, 'DAMPENING': 0.005050409330403412, 'GAMMA': 0.7612250394215426, 'STEP_SIZE': 32}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7870397017552302, Current params: {'LEARNING_RATE': 0.0014507461092812658, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5425658631597858, 'DAMPENING': 0.006025997535622746, 'GAMMA': 0.7473912751373122, 'STEP_SIZE': 33}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.8527456980485182, Current params: {'LEARNING_RATE': 0.0017465208444875152, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5333925575676122, 'DAMPENING': 0.010041557055607697, 'GAMMA': 0.7770445252972566, 'STEP_SIZE': 34}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 2.565222244996291, Current params: {'LEARNING_RATE': 0.0009622341531626923, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5491012632898509, 'DAMPENING': 0.0029436757394247486, 'GAMMA': 0.7899710682826871, 'STEP_SIZE': 30}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.733172948543842, Current params: {'LEARNING_RATE': 0.000696351014083704, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.524705816906314, 'DAMPENING': 0.023026100132120177, 'GAMMA': 0.759641316737493, 'STEP_SIZE': 34}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7532200538195097, Current params: {'LEARNING_RATE': 0.0014225126164642379, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.538704112377278, 'DAMPENING': 0.027759970624277326, 'GAMMA': 0.42773455784980535, 'STEP_SIZE': 31}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.791688268001263, Current params: {'LEARNING_RATE': 0.0016979315848357536, 'BETA_1': 0.8, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5142310803913771, 'DAMPENING': 0.0073639280972533335, 'GAMMA': 0.7304387446672369, 'STEP_SIZE': 29}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.6800051010571992, Current params: {'LEARNING_RATE': 0.0007799336936870709, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5272648352843798, 'DAMPENING': 0.011850178617037861, 'GAMMA': 0.8068983687531096, 'STEP_SIZE': 31}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7079022297492394, Current params: {'LEARNING_RATE': 0.0012913880368083613, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5335113864633371, 'DAMPENING': 0.013837058585346666, 'GAMMA': 0.8289056292674492, 'STEP_SIZE': 32}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.8534842912967389, Current params: {'LEARNING_RATE': 0.0012113100609457295, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5524309613540843, 'DAMPENING': 0.019901796984455628, 'GAMMA': 0.8306615020077518, 'STEP_SIZE': 33}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.5695048020436213, Current params: {'LEARNING_RATE': 0.0010562753280314665, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5083661375719942, 'DAMPENING': 0.01663918080910756, 'GAMMA': 0.8171197903829648, 'STEP_SIZE': 32}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7506256103515625, Current params: {'LEARNING_RATE': 0.0015701309934315138, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5085814536723591, 'DAMPENING': 0.01784063870326877, 'GAMMA': 0.7981671420081085, 'STEP_SIZE': 34}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.764728280214163, Current params: {'LEARNING_RATE': 0.0009217749242350489, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5174084526671116, 'DAMPENING': 0.00267568481144598, 'GAMMA': 0.7576662664327153, 'STEP_SIZE': 35}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.8224819165009718, Current params: {'LEARNING_RATE': 0.0010243933529761038, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5067295272739922, 'DAMPENING': 0.008951353043673487, 'GAMMA': 0.8503409821189368, 'STEP_SIZE': 27}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.903856946871831, Current params: {'LEARNING_RATE': 0.0019377543501610688, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5211077460310632, 'DAMPENING': 0.02302668671079377, 'GAMMA': 0.8118903857644842, 'STEP_SIZE': 25}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7184433845373301, Current params: {'LEARNING_RATE': 0.0014970887467621867, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.508719011607899, 'DAMPENING': 0.004963916252487755, 'GAMMA': 0.7867173906037905, 'STEP_SIZE': 28}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.5736943575052114, Current params: {'LEARNING_RATE': 0.0006849924322659843, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.6036752988029855, 'DAMPENING': 0.02839878749624188, 'GAMMA': 0.838632582607275, 'STEP_SIZE': 31}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.6881124789898212, Current params: {'LEARNING_RATE': 0.0006392207153839615, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.6046930814266422, 'DAMPENING': 0.029507160017146077, 'GAMMA': 0.7754821607712427, 'STEP_SIZE': 32}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.6890846032362719, Current params: {'LEARNING_RATE': 0.0007084116202214154, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5956959362240202, 'DAMPENING': 0.02673702708518008, 'GAMMA': 0.8415303934985875, 'STEP_SIZE': 31}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.5984193086624146, Current params: {'LEARNING_RATE': 0.0010707599632008655, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.6048650983003822, 'DAMPENING': 0.016748973110639748, 'GAMMA': 0.8703038181041675, 'STEP_SIZE': 30}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.8439126748305101, Current params: {'LEARNING_RATE': 0.001066289371872349, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.61033808562989, 'DAMPENING': 0.022837761225134257, 'GAMMA': 0.8881093519629225, 'STEP_SIZE': 30}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.9010284313788781, Current params: {'LEARNING_RATE': 0.0008513740911081572, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.6043404159228586, 'DAMPENING': 0.01878017944053472, 'GAMMA': 0.8638600229036253, 'STEP_SIZE': 32}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.6362031606527476, Current params: {'LEARNING_RATE': 0.0008634379650322989, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5371907588471256, 'DAMPENING': 0.01584411676970432, 'GAMMA': 0.8182005385624482, 'STEP_SIZE': 29}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7575490107903113, Current params: {'LEARNING_RATE': 0.0005581905937809869, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.539980819923691, 'DAMPENING': 0.015339914446568135, 'GAMMA': 0.8760036703770351, 'STEP_SIZE': 29}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.832001493527339, Current params: {'LEARNING_RATE': 0.000750280180250617, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5283409517825501, 'DAMPENING': 0.011924179046620038, 'GAMMA': 0.8366273669343316, 'STEP_SIZE': 33}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7406545969156118, Current params: {'LEARNING_RATE': 0.0010788124888395194, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5361912842654963, 'DAMPENING': 0.009980458215130768, 'GAMMA': 0.8212404091628095, 'STEP_SIZE': 30}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.597272698695843, Current params: {'LEARNING_RATE': 0.00081831934562097, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5471144367616152, 'DAMPENING': 0.035475014273970824, 'GAMMA': 0.8087636915961485, 'STEP_SIZE': 31}
